Source,Target,Type
1332,3,Directed
1332,852,Directed
1332,851,Directed
1332,380,Directed
1333,3,Directed
1333,425,Directed
1333,846,Directed
1333,957,Directed
1334,3,Directed
1334,846,Directed
1334,958,Directed
1334,400,Directed
1335,3,Directed
1335,916,Directed
1335,380,Directed
1335,870,Directed
1336,3,Directed
1336,917,Directed
1336,836,Directed
1336,400,Directed
1337,3,Directed
1337,425,Directed
1337,919,Directed
1337,857,Directed
1338,3,Directed
1338,836,Directed
1338,425,Directed
1338,950,Directed
1339,3,Directed
1339,847,Directed
1339,978,Directed
1339,377,Directed
1340,3,Directed
1340,846,Directed
1340,425,Directed
1340,957,Directed
1341,3,Directed
1341,836,Directed
1341,917,Directed
1341,400,Directed
1342,3,Directed
1342,852,Directed
1342,400,Directed
1342,960,Directed
1343,3,Directed
1343,978,Directed
1343,847,Directed
1343,377,Directed
1344,3,Directed
1344,847,Directed
1344,978,Directed
1344,377,Directed
1345,3,Directed
1345,857,Directed
1345,919,Directed
1345,425,Directed
1346,3,Directed
1346,878,Directed
1346,380,Directed
1346,847,Directed
1347,3,Directed
1347,377,Directed
1347,978,Directed
1347,847,Directed
1348,3,Directed
1348,890,Directed
1348,836,Directed
1348,377,Directed
1349,3,Directed
1349,870,Directed
1349,916,Directed
1349,380,Directed
1350,3,Directed
1350,915,Directed
1350,425,Directed
1350,852,Directed
1351,3,Directed
1351,400,Directed
1351,857,Directed
1351,933,Directed
1347,3,Directed
1347,377,Directed
1347,847,Directed
1347,978,Directed
1352,3,Directed
1352,836,Directed
1352,400,Directed
1352,917,Directed
1353,3,Directed
1353,868,Directed
1353,947,Directed
1353,377,Directed
1354,3,Directed
1354,846,Directed
1354,425,Directed
1354,957,Directed
1355,3,Directed
1355,377,Directed
1355,847,Directed
1355,978,Directed
1356,3,Directed
1356,870,Directed
1356,879,Directed
1356,400,Directed
1357,3,Directed
1357,847,Directed
1357,380,Directed
1357,878,Directed
1358,3,Directed
1358,397,Directed
1358,857,Directed
1358,918,Directed
1359,3,Directed
1359,323,Directed
1359,913,Directed
1359,912,Directed
1360,3,Directed
1360,865,Directed
1360,327,Directed
1360,942,Directed
1361,3,Directed
1361,852,Directed
1361,421,Directed
1361,1001,Directed
1362,3,Directed
1362,918,Directed
1362,397,Directed
1362,857,Directed
1363,3,Directed
1363,941,Directed
1363,407,Directed
1363,940,Directed
1364,3,Directed
1364,397,Directed
1364,918,Directed
1364,857,Directed
1365,3,Directed
1365,974,Directed
1365,323,Directed
1365,975,Directed
1366,3,Directed
1366,872,Directed
1366,323,Directed
1366,871,Directed
1367,3,Directed
1367,836,Directed
1367,421,Directed
1367,996,Directed
1368,3,Directed
1368,421,Directed
1368,868,Directed
1368,988,Directed
1369,3,Directed
1369,906,Directed
1369,431,Directed
1369,852,Directed
1370,3,Directed
1370,972,Directed
1370,428,Directed
1370,877,Directed
1371,3,Directed
1371,841,Directed
1371,938,Directed
1371,397,Directed
1372,3,Directed
1372,965,Directed
1372,836,Directed
1372,397,Directed
1373,3,Directed
1373,986,Directed
1373,421,Directed
1373,885,Directed
1374,3,Directed
1374,945,Directed
1374,946,Directed
1374,323,Directed
1375,3,Directed
1375,323,Directed
1375,945,Directed
1375,946,Directed
1376,3,Directed
1376,397,Directed
1376,836,Directed
1376,965,Directed
1377,3,Directed
1377,427,Directed
1377,866,Directed
1377,864,Directed
1378,3,Directed
1378,939,Directed
1378,870,Directed
1378,431,Directed
1379,3,Directed
1379,920,Directed
1379,431,Directed
1379,836,Directed
1380,3,Directed
1380,397,Directed
1380,965,Directed
1380,836,Directed
1381,3,Directed
1381,397,Directed
1381,963,Directed
1381,865,Directed
1382,3,Directed
1382,878,Directed
1382,380,Directed
1382,847,Directed
1383,3,Directed
1383,397,Directed
1383,846,Directed
1383,964,Directed
1384,3,Directed
1384,431,Directed
1384,841,Directed
1384,943,Directed
1385,3,Directed
1385,856,Directed
1385,857,Directed
1385,431,Directed
1386,3,Directed
1386,836,Directed
1386,920,Directed
1386,431,Directed
1387,3,Directed
1387,963,Directed
1387,397,Directed
1387,865,Directed
1388,3,Directed
1388,431,Directed
1388,920,Directed
1388,836,Directed
1389,3,Directed
1389,380,Directed
1389,893,Directed
1389,836,Directed
1390,3,Directed
1390,323,Directed
1390,858,Directed
1390,859,Directed
1391,3,Directed
1391,994,Directed
1391,421,Directed
1391,870,Directed
1392,3,Directed
1392,893,Directed
1392,380,Directed
1392,836,Directed
1393,3,Directed
1393,852,Directed
1393,906,Directed
1393,431,Directed
1394,3,Directed
1394,370,Directed
1394,941,Directed
1394,995,Directed
1395,3,Directed
1395,421,Directed
1395,841,Directed
1395,991,Directed
1396,3,Directed
1396,327,Directed
1396,880,Directed
1396,881,Directed
1397,3,Directed
1397,849,Directed
1397,848,Directed
1397,323,Directed
1398,3,Directed
1398,421,Directed
1398,847,Directed
1398,1000,Directed
1399,3,Directed
1399,370,Directed
1399,877,Directed
1399,987,Directed
1400,3,Directed
1400,865,Directed
1400,963,Directed
1400,397,Directed
1401,3,Directed
1401,965,Directed
1401,836,Directed
1401,397,Directed
1402,3,Directed
1402,847,Directed
1402,397,Directed
1402,891,Directed
1403,3,Directed
1403,941,Directed
1403,370,Directed
1403,995,Directed
1404,3,Directed
1404,380,Directed
1404,893,Directed
1404,836,Directed
1405,3,Directed
1405,855,Directed
1405,910,Directed
1405,431,Directed
1406,3,Directed
1406,397,Directed
1406,963,Directed
1406,865,Directed
1407,3,Directed
1407,865,Directed
1407,370,Directed
1407,993,Directed
1408,3,Directed
1408,865,Directed
1408,942,Directed
1408,327,Directed
1409,3,Directed
1409,848,Directed
1409,849,Directed
1409,323,Directed
1410,3,Directed
1410,871,Directed
1410,323,Directed
1410,872,Directed
1411,3,Directed
1411,314,Directed
1411,990,Directed
1411,941,Directed
1412,3,Directed
1412,870,Directed
1412,869,Directed
1412,397,Directed
1372,3,Directed
1372,965,Directed
1372,397,Directed
1372,836,Directed
1413,3,Directed
1413,920,Directed
1413,836,Directed
1413,431,Directed
1414,3,Directed
1414,940,Directed
1414,407,Directed
1414,941,Directed
1415,3,Directed
1415,407,Directed
1415,877,Directed
1415,955,Directed
1416,3,Directed
1416,836,Directed
1416,920,Directed
1416,431,Directed
1417,3,Directed
1417,974,Directed
1417,975,Directed
1417,323,Directed
1418,3,Directed
1418,865,Directed
1418,993,Directed
1418,370,Directed
1419,3,Directed
1419,908,Directed
1419,907,Directed
1419,323,Directed
1420,3,Directed
1420,998,Directed
1420,381,Directed
1420,997,Directed
1392,3,Directed
1392,893,Directed
1392,380,Directed
1392,836,Directed
1421,3,Directed
1421,868,Directed
1421,988,Directed
1421,421,Directed
1422,3,Directed
1422,920,Directed
1422,431,Directed
1422,836,Directed
1423,3,Directed
1423,893,Directed
1423,836,Directed
1423,380,Directed
1424,3,Directed
1424,908,Directed
1424,907,Directed
1424,323,Directed
1425,3,Directed
1425,999,Directed
1425,314,Directed
1425,877,Directed
1426,3,Directed
1426,421,Directed
1426,988,Directed
1426,868,Directed
1427,3,Directed
1427,986,Directed
1427,885,Directed
1427,421,Directed
1428,3,Directed
1428,865,Directed
1428,397,Directed
1428,963,Directed
1429,3,Directed
1429,857,Directed
1429,431,Directed
1429,856,Directed
1430,3,Directed
1430,421,Directed
1430,847,Directed
1430,1000,Directed
1431,3,Directed
1431,870,Directed
1431,421,Directed
1431,994,Directed
1432,3,Directed
1432,421,Directed
1432,989,Directed
1432,855,Directed
1433,3,Directed
1433,868,Directed
1433,421,Directed
1433,988,Directed
1407,3,Directed
1407,993,Directed
1407,865,Directed
1407,370,Directed
1434,3,Directed
1434,913,Directed
1434,323,Directed
1434,912,Directed
1435,3,Directed
1435,889,Directed
1435,431,Directed
1435,846,Directed
1436,3,Directed
1436,892,Directed
1436,327,Directed
1436,860,Directed
1437,3,Directed
1437,846,Directed
1437,964,Directed
1437,397,Directed
1438,3,Directed
1438,906,Directed
1438,852,Directed
1438,431,Directed
1439,3,Directed
1439,836,Directed
1439,996,Directed
1439,421,Directed
1440,3,Directed
1440,431,Directed
1440,870,Directed
1440,939,Directed
1441,3,Directed
1441,909,Directed
1441,855,Directed
1441,397,Directed
1442,3,Directed
1442,941,Directed
1442,407,Directed
1442,940,Directed
1443,3,Directed
1443,421,Directed
1443,847,Directed
1443,1000,Directed
1444,3,Directed
1444,986,Directed
1444,421,Directed
1444,885,Directed
1445,3,Directed
1445,855,Directed
1445,421,Directed
1445,989,Directed
1446,3,Directed
1446,992,Directed
1446,370,Directed
1446,860,Directed
1447,3,Directed
1447,857,Directed
1447,856,Directed
1447,431,Directed
1448,3,Directed
1448,880,Directed
1448,881,Directed
1448,327,Directed
1449,3,Directed
1449,397,Directed
1449,965,Directed
1449,836,Directed
1450,3,Directed
1450,836,Directed
1450,965,Directed
1450,397,Directed
1451,3,Directed
1451,939,Directed
1451,431,Directed
1451,870,Directed
1452,3,Directed
1452,996,Directed
1452,836,Directed
1452,421,Directed
1453,3,Directed
1453,877,Directed
1453,327,Directed
1453,876,Directed
1454,3,Directed
1454,847,Directed
1454,323,Directed
1454,929,Directed
1455,3,Directed
1455,323,Directed
1455,900,Directed
1455,899,Directed
1456,3,Directed
1456,323,Directed
1456,985,Directed
1456,862,Directed
1457,3,Directed
1457,905,Directed
1457,323,Directed
1457,903,Directed
1458,3,Directed
1458,427,Directed
1458,980,Directed
1458,981,Directed
1459,3,Directed
1459,912,Directed
1459,926,Directed
1459,323,Directed
1460,3,Directed
1460,922,Directed
1460,323,Directed
1460,852,Directed
1461,3,Directed
1461,323,Directed
1461,899,Directed
1461,900,Directed
1462,3,Directed
1462,926,Directed
1462,323,Directed
1462,912,Directed
1463,3,Directed
1463,868,Directed
1463,323,Directed
1463,944,Directed
1464,3,Directed
1464,949,Directed
1464,323,Directed
1464,903,Directed
1465,3,Directed
1465,923,Directed
1465,924,Directed
1465,323,Directed
1466,3,Directed
1466,839,Directed
1466,838,Directed
1466,323,Directed
1467,3,Directed
1467,985,Directed
1467,898,Directed
1467,323,Directed
1468,3,Directed
1468,845,Directed
1468,846,Directed
1468,323,Directed
1469,3,Directed
1469,838,Directed
1469,839,Directed
1469,323,Directed
1470,3,Directed
1470,973,Directed
1470,323,Directed
1470,885,Directed
1471,3,Directed
1471,854,Directed
1471,427,Directed
1471,853,Directed
1472,3,Directed
1472,862,Directed
1472,323,Directed
1472,985,Directed
1473,3,Directed
1473,976,Directed
1473,323,Directed
1473,977,Directed
1474,3,Directed
1474,857,Directed
1474,894,Directed
1474,323,Directed
1475,3,Directed
1475,937,Directed
1475,323,Directed
1475,945,Directed
1476,3,Directed
1476,323,Directed
1476,969,Directed
1476,970,Directed
1477,3,Directed
1477,859,Directed
1477,858,Directed
1477,323,Directed
1478,3,Directed
1478,855,Directed
1478,882,Directed
1478,323,Directed
1479,3,Directed
1479,845,Directed
1479,323,Directed
1479,846,Directed
1480,3,Directed
1480,923,Directed
1480,924,Directed
1480,323,Directed
1481,3,Directed
1481,323,Directed
1481,871,Directed
1481,837,Directed
1482,3,Directed
1482,323,Directed
1482,833,Directed
1482,954,Directed
1483,3,Directed
1483,902,Directed
1483,323,Directed
1483,974,Directed
1484,3,Directed
1484,323,Directed
1484,868,Directed
1484,944,Directed
1485,3,Directed
1485,935,Directed
1485,836,Directed
1485,323,Directed
1486,3,Directed
1486,967,Directed
1486,968,Directed
1486,323,Directed
1487,3,Directed
1487,323,Directed
1487,977,Directed
1487,976,Directed
1488,3,Directed
1488,837,Directed
1488,871,Directed
1488,323,Directed
1489,3,Directed
1489,323,Directed
1489,883,Directed
1489,884,Directed
1490,3,Directed
1490,840,Directed
1490,323,Directed
1490,841,Directed
1491,3,Directed
1491,894,Directed
1491,323,Directed
1491,857,Directed
1492,3,Directed
1492,896,Directed
1492,985,Directed
1492,323,Directed
1493,3,Directed
1493,882,Directed
1493,323,Directed
1493,855,Directed
1494,3,Directed
1494,323,Directed
1494,931,Directed
1494,932,Directed
1495,3,Directed
1495,836,Directed
1495,935,Directed
1495,323,Directed
1496,3,Directed
1496,427,Directed
1496,962,Directed
1496,961,Directed
1497,3,Directed
1497,985,Directed
1497,896,Directed
1497,323,Directed
1498,3,Directed
1498,834,Directed
1498,323,Directed
1498,974,Directed
1499,3,Directed
1499,323,Directed
1499,847,Directed
1499,929,Directed
1500,3,Directed
1500,973,Directed
1500,885,Directed
1500,323,Directed
1501,3,Directed
1501,323,Directed
1501,974,Directed
1501,834,Directed
1502,3,Directed
1502,898,Directed
1502,985,Directed
1502,323,Directed
1503,3,Directed
1503,842,Directed
1503,843,Directed
1503,323,Directed
1504,3,Directed
1504,903,Directed
1504,323,Directed
1504,949,Directed
1505,3,Directed
1505,323,Directed
1505,954,Directed
1505,904,Directed
1506,3,Directed
1506,323,Directed
1506,840,Directed
1506,841,Directed
1507,3,Directed
1507,863,Directed
1507,427,Directed
1507,861,Directed
1508,3,Directed
1508,874,Directed
1508,323,Directed
1508,875,Directed
1509,3,Directed
1509,323,Directed
1509,970,Directed
1509,969,Directed
1510,3,Directed
1510,843,Directed
1510,323,Directed
1510,842,Directed
1511,3,Directed
1511,870,Directed
1511,323,Directed
1511,934,Directed
1512,3,Directed
1512,945,Directed
1512,937,Directed
1512,323,Directed
1513,3,Directed
1513,844,Directed
1513,954,Directed
1513,323,Directed
1514,3,Directed
1514,951,Directed
1514,952,Directed
1514,427,Directed
1515,3,Directed
1515,922,Directed
1515,323,Directed
1515,852,Directed
1516,3,Directed
1516,903,Directed
1516,323,Directed
1516,905,Directed
1517,3,Directed
1517,968,Directed
1517,323,Directed
1517,967,Directed
1518,3,Directed
1518,323,Directed
1518,928,Directed
1518,927,Directed
1519,3,Directed
1519,902,Directed
1519,323,Directed
1519,974,Directed
1520,3,Directed
1520,870,Directed
1520,934,Directed
1520,323,Directed
1521,3,Directed
1521,874,Directed
1521,875,Directed
1521,323,Directed
1522,8,Directed
1522,550,Directed
1522,289,Directed
303,3,Directed
303,106,Directed
348,3,Directed
348,298,Directed
337,3,Directed
337,334,Directed
317,8,Directed
317,316,Directed
384,3,Directed
384,382,Directed
390,3,Directed
390,51,Directed
411,3,Directed
411,100,Directed
1523,8,Directed
1523,603,Directed
1523,389,Directed
604,8,Directed
604,603,Directed
604,389,Directed
1524,3,Directed
1524,284,Directed
1524,417,Directed
1525,3,Directed
1525,418,Directed
1525,284,Directed
1526,3,Directed
1526,284,Directed
1526,355,Directed
1527,3,Directed
1527,360,Directed
1527,284,Directed
1528,3,Directed
1528,380,Directed
1528,284,Directed
1529,3,Directed
1529,284,Directed
1529,375,Directed
1530,3,Directed
1530,284,Directed
1530,388,Directed
1531,3,Directed
1531,413,Directed
1531,284,Directed
1532,3,Directed
1532,343,Directed
1532,284,Directed
1533,3,Directed
1533,325,Directed
1533,284,Directed
1534,3,Directed
1534,402,Directed
1534,284,Directed
1535,3,Directed
1535,396,Directed
1535,284,Directed
1536,3,Directed
1536,284,Directed
1536,358,Directed
1537,3,Directed
1537,395,Directed
1537,284,Directed
1538,3,Directed
1538,284,Directed
1538,434,Directed
1539,3,Directed
1539,433,Directed
1539,284,Directed
1540,3,Directed
1540,345,Directed
1540,284,Directed
1541,3,Directed
1541,399,Directed
1541,284,Directed
1542,3,Directed
1542,308,Directed
1542,284,Directed
1543,3,Directed
1543,432,Directed
1543,284,Directed
1544,3,Directed
1544,284,Directed
1544,387,Directed
1545,3,Directed
1545,340,Directed
1545,284,Directed
1546,3,Directed
1546,419,Directed
1546,284,Directed
1547,3,Directed
1547,415,Directed
1547,284,Directed
1548,3,Directed
1548,406,Directed
1548,284,Directed
1549,3,Directed
1549,321,Directed
1549,284,Directed
365,3,Directed
365,128,Directed
365,127,Directed
1550,8,Directed
1550,9,Directed
1551,736,Directed
1552,3,Directed
1552,149,Directed
1553,3,Directed
1553,102,Directed
409,3,Directed
409,100,Directed
409,101,Directed
1554,3,Directed
1554,108,Directed
1555,3,Directed
1555,52,Directed
405,3,Directed
405,364,Directed
405,127,Directed
293,3,Directed
293,106,Directed
293,107,Directed
347,3,Directed
347,298,Directed
347,107,Directed
1556,3,Directed
1556,50,Directed
336,3,Directed
336,334,Directed
336,52,Directed
1557,3,Directed
1557,107,Directed
1558,3,Directed
1558,127,Directed
383,3,Directed
383,382,Directed
383,101,Directed
1559,3,Directed
1559,101,Directed
313,3,Directed
313,310,Directed
313,149,Directed
318,8,Directed
318,316,Directed
393,3,Directed
393,51,Directed
393,52,Directed
331,3,Directed
331,148,Directed
331,149,Directed
1560,3,Directed
1560,126,Directed
1561,3,Directed
1561,103,Directed
1562,1563,Directed
1564,1565,Directed
1566,1567,Directed
1568,1569,Directed
1570,1569,Directed
1571,1569,Directed
1572,1567,Directed
1573,1574,Directed
1575,1576,Directed
1577,1578,Directed
1579,1569,Directed
1580,1567,Directed
1581,1567,Directed
1582,1569,Directed
1583,1567,Directed
1584,1567,Directed
1585,1569,Directed
1586,1567,Directed
1587,1569,Directed
1588,1589,Directed
1590,1567,Directed
1591,1589,Directed
1592,1569,Directed
1593,1576,Directed
1594,1595,Directed
1596,1567,Directed
1597,1574,Directed
1598,1569,Directed
1599,1565,Directed
1600,1569,Directed
1601,1595,Directed
1602,1589,Directed
1603,1567,Directed
1604,1589,Directed
1605,1606,Directed
1607,1569,Directed
1608,1569,Directed
1609,1569,Directed
1610,1606,Directed
1611,1589,Directed
1612,1569,Directed
1613,1569,Directed
1614,1567,Directed
1615,1569,Directed
1616,1567,Directed
1617,1567,Directed
1618,1569,Directed
1619,1589,Directed
1620,1574,Directed
1621,1589,Directed
1622,1589,Directed
1623,1569,Directed
1624,1567,Directed
1625,1567,Directed
1626,1569,Directed
1627,1589,Directed
1628,1569,Directed
1629,1576,Directed
1630,1569,Directed
1631,1632,Directed
1633,1578,Directed
1634,1569,Directed
1635,1589,Directed
1636,1569,Directed
1637,1569,Directed
1638,1567,Directed
1639,1569,Directed
1640,1567,Directed
1641,1606,Directed
1642,1569,Directed
1643,1569,Directed
1644,1574,Directed
1645,1589,Directed
1646,1589,Directed
1647,1567,Directed
1648,1574,Directed
1649,1574,Directed
1650,1567,Directed
1651,1569,Directed
1652,1569,Directed
1653,1569,Directed
1654,1655,Directed
1656,1567,Directed
1657,1569,Directed
1658,1569,Directed
1659,1567,Directed
1660,1661,Directed
1662,1565,Directed
1663,1589,Directed
1664,1578,Directed
1665,1666,Directed
1667,1567,Directed
1668,1574,Directed
1669,1569,Directed
1670,1595,Directed
1671,1567,Directed
1672,1569,Directed
1673,1567,Directed
1674,1589,Directed
1675,1567,Directed
1676,1567,Directed
1677,1563,Directed
1678,1563,Directed
1679,1574,Directed
1680,1576,Directed
1681,1574,Directed
1682,1574,Directed
1683,1684,Directed
1685,1686,Directed
1687,1574,Directed
1688,1567,Directed
1689,1567,Directed
1690,1574,Directed
1691,1567,Directed
1692,1574,Directed
1693,1569,Directed
1694,1695,Directed
1696,1567,Directed
1697,1567,Directed
1698,1576,Directed
1699,1567,Directed
1700,1563,Directed
1701,1574,Directed
1702,1563,Directed
1703,1563,Directed
1704,1705,Directed
1706,1563,Directed
1707,1567,Directed
1708,1567,Directed
1709,1567,Directed
1710,1563,Directed
1711,1563,Directed
1712,1574,Directed
1713,1567,Directed
1714,1567,Directed
1715,1684,Directed
1716,1574,Directed
1717,1563,Directed
1718,1576,Directed
1719,1589,Directed
1720,1567,Directed
1721,1563,Directed
1722,1563,Directed
1723,1563,Directed
1724,1567,Directed
1725,1576,Directed
1726,1705,Directed
1727,1563,Directed
1728,1729,Directed
1730,1563,Directed
1731,1567,Directed
1732,1733,Directed
1734,1567,Directed
1735,1563,Directed
1736,1563,Directed
1737,1567,Directed
1738,1563,Directed
1739,1576,Directed
1740,1574,Directed
1741,1684,Directed
1742,1563,Directed
1743,1576,Directed
1744,1563,Directed
1745,1563,Directed
1746,1567,Directed
1747,1567,Directed
1748,1567,Directed
1749,1569,Directed
1750,1563,Directed
1751,1563,Directed
1752,1695,Directed
1753,1567,Directed
1754,1695,Directed
1755,1686,Directed
1756,1757,Directed
1758,1695,Directed
1759,1567,Directed
1760,1563,Directed
1761,1567,Directed
1762,1567,Directed
1763,1567,Directed
1764,1563,Directed
1765,1729,Directed
1766,1567,Directed
1767,1567,Directed
1768,1563,Directed
1769,1567,Directed
1770,1576,Directed
1771,1567,Directed
1772,1563,Directed
1773,1563,Directed
1774,1567,Directed
1775,1563,Directed
1776,1563,Directed
1777,1567,Directed
1778,1563,Directed
1779,1567,Directed
1780,1567,Directed
1781,1567,Directed
1782,1567,Directed
1783,1567,Directed
1784,1567,Directed
1785,1733,Directed
1786,1686,Directed
1787,1686,Directed
1788,1686,Directed
1789,1733,Directed
1790,1567,Directed
1791,1729,Directed
1792,1567,Directed
1793,1686,Directed
1794,1567,Directed
1795,1729,Directed
1796,1729,Directed
1797,1686,Directed
1798,1686,Directed
1799,1567,Directed
1800,1729,Directed
1801,1686,Directed
1802,1574,Directed
1803,1729,Directed
1804,1574,Directed
1805,1686,Directed
1806,1733,Directed
1807,1733,Directed
1808,1733,Directed
1809,1567,Directed
1810,1729,Directed
1811,1567,Directed
1812,1567,Directed
1813,1567,Directed
1814,1686,Directed
1815,1686,Directed
1816,1567,Directed
1817,1567,Directed
1004,8,Directed
1004,1003,Directed
1004,407,Directed
1004,342,Directed
1004,367,Directed
1004,428,Directed
1004,353,Directed
1004,607,Directed
1004,381,Directed
1004,370,Directed
1004,372,Directed
1004,374,Directed
1004,400,Directed
1004,332,Directed
1004,425,Directed
1004,422,Directed
1004,435,Directed
1004,314,Directed
1004,1002,Directed
1007,8,Directed
1007,1006,Directed
1007,325,Directed
1007,1005,Directed
1007,1818,Directed
1819,8,Directed
1820,8,Directed
1820,1821,Directed
1820,289,Directed
583,1822,Directed
583,286,Directed
1823,281,Directed
1823,1824,Directed
1825,1826,Directed
1825,286,Directed
1827,1828,Directed
1827,281,Directed
1829,1824,Directed
1829,281,Directed
591,276,Directed
591,8,Directed
1830,1831,Directed
1830,3,Directed
1832,1833,Directed
1832,286,Directed
1834,1826,Directed
1834,286,Directed
291,8,Directed
291,276,Directed
291,290,Directed
1835,1836,Directed
1835,286,Directed
538,276,Directed
538,8,Directed
1837,286,Directed
1837,1838,Directed
1839,1840,Directed
1839,3,Directed
556,276,Directed
556,8,Directed
289,8,Directed
289,288,Directed
1841,286,Directed
1841,1836,Directed
553,1824,Directed
553,281,Directed
1842,1836,Directed
1842,286,Directed
576,286,Directed
576,1822,Directed
1843,1844,Directed
1843,1845,Directed
561,1838,Directed
561,286,Directed
1846,286,Directed
1846,1847,Directed
1848,286,Directed
1848,1849,Directed
572,1850,Directed
572,286,Directed
1851,286,Directed
1851,1852,Directed
272,8,Directed
272,271,Directed
1853,1854,Directed
1853,281,Directed
1855,1856,Directed
1855,1857,Directed
1858,1859,Directed
1858,1860,Directed
1861,286,Directed
1861,1862,Directed
270,8,Directed
270,269,Directed
574,281,Directed
574,1828,Directed
1863,1822,Directed
1863,286,Directed
1864,286,Directed
1864,1862,Directed
546,276,Directed
546,286,Directed
1865,1866,Directed
1865,286,Directed
1867,1824,Directed
1867,281,Directed
307,1868,Directed
307,3,Directed
1869,1870,Directed
1869,1871,Directed
1872,1849,Directed
1872,286,Directed
1873,8,Directed
1873,276,Directed
1874,1875,Directed
1874,286,Directed
287,286,Directed
287,285,Directed
284,3,Directed
284,283,Directed
540,8,Directed
540,276,Directed
282,276,Directed
282,8,Directed
282,280,Directed
1876,281,Directed
1876,1877,Directed
10,8,Directed
10,276,Directed
585,1850,Directed
585,286,Directed
277,276,Directed
277,8,Directed
277,275,Directed
1878,286,Directed
1878,1879,Directed
1880,286,Directed
1880,1852,Directed
1881,286,Directed
1881,1866,Directed
1882,1857,Directed
1882,1856,Directed
1883,1884,Directed
1883,286,Directed
1885,1852,Directed
1885,286,Directed
1886,286,Directed
1886,1866,Directed
588,1833,Directed
588,286,Directed
565,1887,Directed
565,281,Directed
279,8,Directed
279,278,Directed
1888,3,Directed
1888,1889,Directed
1890,1891,Directed
1890,286,Directed
602,1892,Directed
602,286,Directed
1893,1887,Directed
1893,281,Directed
534,1884,Directed
534,286,Directed
548,276,Directed
548,8,Directed
1894,286,Directed
1894,1895,Directed
1896,286,Directed
1896,1879,Directed
1897,281,Directed
1897,1868,Directed
595,8,Directed
595,276,Directed
1898,1899,Directed
1898,281,Directed
1900,286,Directed
1900,1875,Directed
18,281,Directed
18,3,Directed
18,1824,Directed
274,8,Directed
274,273,Directed
578,8,Directed
578,276,Directed
550,1901,Directed
550,281,Directed
597,276,Directed
597,8,Directed
1902,1828,Directed
1902,281,Directed
1903,1844,Directed
1903,1845,Directed
1904,1895,Directed
1904,286,Directed
1905,286,Directed
1905,1866,Directed
1906,1907,Directed
1906,1908,Directed
1909,1910,Directed
1909,286,Directed
570,1892,Directed
570,286,Directed
1911,1912,Directed
1911,286,Directed
1913,286,Directed
1913,1914,Directed
1915,1862,Directed
1915,286,Directed
1916,1917,Directed
1916,1856,Directed
1918,286,Directed
1918,1919,Directed
1920,1921,Directed
1920,286,Directed
1922,286,Directed
1922,1826,Directed
567,281,Directed
567,1824,Directed
1923,1840,Directed
1923,3,Directed
1924,281,Directed
1924,1854,Directed
1925,1852,Directed
1925,286,Directed
563,1926,Directed
563,3,Directed
599,8,Directed
599,276,Directed
542,1824,Directed
542,281,Directed
1927,286,Directed
1927,1866,Directed
1928,281,Directed
1928,1854,Directed
1929,1930,Directed
1929,1931,Directed
1932,1879,Directed
1932,286,Directed
1933,1862,Directed
1933,286,Directed
1934,1856,Directed
1934,1935,Directed
1936,1901,Directed
1936,281,Directed
1937,1852,Directed
1937,286,Directed
1938,286,Directed
1938,1939,Directed
1940,1844,Directed
1940,1845,Directed
1941,1854,Directed
1941,281,Directed
1942,1828,Directed
1942,281,Directed
1943,1944,Directed
1943,1945,Directed
1946,1945,Directed
1946,1944,Directed
1947,1948,Directed
1947,1949,Directed
1950,286,Directed
1950,1847,Directed
1951,281,Directed
1951,1824,Directed
1952,1856,Directed
1952,1953,Directed
1954,286,Directed
1954,1852,Directed
1955,1877,Directed
1955,281,Directed
1956,1862,Directed
1956,286,Directed
1957,1877,Directed
1957,281,Directed
1958,1959,Directed
1958,3,Directed
1960,1910,Directed
1960,286,Directed
1961,286,Directed
1961,1879,Directed
1962,1862,Directed
1962,286,Directed
1963,1856,Directed
1963,1964,Directed
1965,281,Directed
1965,1877,Directed
1966,281,Directed
1966,1868,Directed
1967,1968,Directed
1967,286,Directed
1969,1970,Directed
1969,286,Directed
1971,1972,Directed
1971,1856,Directed
1973,1901,Directed
1973,281,Directed
1974,1975,Directed
1974,3,Directed
1976,1977,Directed
1976,1978,Directed
1979,1945,Directed
1979,1980,Directed
1981,1824,Directed
1981,281,Directed
1982,1828,Directed
1982,281,Directed
1983,1856,Directed
1983,1984,Directed
793,281,Directed
793,1828,Directed
1985,1856,Directed
1985,1986,Directed
1987,1854,Directed
1987,281,Directed
1988,1856,Directed
1988,1989,Directed
1990,286,Directed
1990,1875,Directed
1991,286,Directed
1991,1914,Directed
1992,1939,Directed
1992,286,Directed
1993,286,Directed
1993,1822,Directed
1994,286,Directed
1994,1995,Directed
1996,1895,Directed
1996,286,Directed
1997,1914,Directed
1997,286,Directed
1998,286,Directed
1998,1999,Directed
2000,2001,Directed
2000,286,Directed
2002,2003,Directed
2002,286,Directed
2004,281,Directed
2004,1899,Directed
2005,1980,Directed
2005,1945,Directed
2006,281,Directed
2006,1828,Directed
2007,286,Directed
2007,1822,Directed
2008,1944,Directed
2008,1945,Directed
2009,1945,Directed
2009,1980,Directed
2010,1856,Directed
2010,1959,Directed
2011,1912,Directed
2011,286,Directed
2012,1917,Directed
2012,1856,Directed
2013,1844,Directed
2013,1845,Directed
