Source,Target,Type
3544,399,Directed
3544,284,Directed
3545,3,Directed
3545,399,Directed
3545,284,Directed
3546,3,Directed
3546,284,Directed
3546,433,Directed
3547,3,Directed
3547,387,Directed
3547,284,Directed
3548,3,Directed
3548,284,Directed
3548,343,Directed
3549,3,Directed
3549,308,Directed
3549,284,Directed
3550,3,Directed
3550,284,Directed
3550,418,Directed
3551,3,Directed
3551,413,Directed
3551,284,Directed
3552,3,Directed
3552,284,Directed
3552,396,Directed
3553,3,Directed
3553,284,Directed
3553,321,Directed
3554,3,Directed
3554,284,Directed
3554,358,Directed
3555,3,Directed
3555,360,Directed
3555,284,Directed
3556,3,Directed
3556,284,Directed
3556,432,Directed
3557,3,Directed
3557,284,Directed
3557,402,Directed
3558,3,Directed
3558,284,Directed
3558,419,Directed
3559,3,Directed
3559,284,Directed
3559,375,Directed
3560,3,Directed
3560,434,Directed
3560,284,Directed
3561,3,Directed
3561,284,Directed
3561,399,Directed
3562,3,Directed
3562,402,Directed
3562,284,Directed
3563,3,Directed
3563,284,Directed
3563,415,Directed
3564,3,Directed
3564,284,Directed
3564,380,Directed
3565,3,Directed
3565,284,Directed
3565,375,Directed
3566,3,Directed
3566,284,Directed
3566,415,Directed
3567,3,Directed
3567,419,Directed
3567,284,Directed
3568,3,Directed
3568,284,Directed
3568,433,Directed
3569,3,Directed
3569,284,Directed
3569,418,Directed
3570,3,Directed
3570,388,Directed
3570,284,Directed
3571,3,Directed
3571,284,Directed
3571,345,Directed
3572,3,Directed
3572,284,Directed
3572,395,Directed
3573,3,Directed
3573,380,Directed
3573,284,Directed
3574,3,Directed
3574,343,Directed
3574,284,Directed
3575,3,Directed
3575,284,Directed
3575,387,Directed
3576,3,Directed
3576,284,Directed
3576,340,Directed
3577,3,Directed
3577,284,Directed
3577,417,Directed
3578,3,Directed
3578,402,Directed
3578,284,Directed
3579,3,Directed
3579,343,Directed
3579,284,Directed
3580,3,Directed
3580,308,Directed
3580,284,Directed
3581,3,Directed
3581,284,Directed
3581,406,Directed
3582,3,Directed
3582,340,Directed
3582,284,Directed
3583,3,Directed
3583,284,Directed
3583,345,Directed
3584,3,Directed
3584,284,Directed
3584,419,Directed
3585,3,Directed
3585,284,Directed
3585,406,Directed
3586,3,Directed
3586,284,Directed
3586,340,Directed
3587,3,Directed
3587,413,Directed
3587,284,Directed
3588,3,Directed
3588,284,Directed
3588,355,Directed
3589,3,Directed
3589,417,Directed
3589,284,Directed
3590,3,Directed
3590,340,Directed
3590,284,Directed
3591,3,Directed
3591,284,Directed
3591,325,Directed
3592,3,Directed
3592,418,Directed
3592,284,Directed
3593,3,Directed
3593,284,Directed
3593,360,Directed
3594,3,Directed
3594,284,Directed
3594,387,Directed
3595,3,Directed
3595,284,Directed
3595,432,Directed
3596,3,Directed
3596,284,Directed
3596,358,Directed
3597,3,Directed
3597,321,Directed
3597,284,Directed
3598,3,Directed
3598,284,Directed
3598,345,Directed
3599,3,Directed
3599,395,Directed
3599,284,Directed
3600,3,Directed
3600,284,Directed
3600,343,Directed
3601,3,Directed
3601,395,Directed
3601,284,Directed
3602,3,Directed
3602,399,Directed
3602,284,Directed
3603,3,Directed
3603,284,Directed
3603,419,Directed
3604,3,Directed
3604,434,Directed
3604,284,Directed
3605,3,Directed
3605,387,Directed
3605,284,Directed
3606,3,Directed
3606,345,Directed
3606,284,Directed
3607,3,Directed
3607,284,Directed
3607,395,Directed
3608,3,Directed
3608,388,Directed
3608,284,Directed
3609,3,Directed
3609,418,Directed
3609,284,Directed
3610,3,Directed
3610,402,Directed
3610,284,Directed
3611,3,Directed
3611,284,Directed
3611,433,Directed
3612,3,Directed
3612,100,Directed
3613,3,Directed
3613,399,Directed
3613,284,Directed
3613,399,Directed
3614,3,Directed
3614,363,Directed
3614,128,Directed
3614,128,Directed
3615,3,Directed
3615,432,Directed
3615,284,Directed
3615,432,Directed
3616,3,Directed
3616,391,Directed
3616,51,Directed
3616,51,Directed
3617,3,Directed
3617,434,Directed
3617,284,Directed
3617,284,Directed
3618,3,Directed
3618,284,Directed
3618,415,Directed
3618,284,Directed
3619,3,Directed
3619,284,Directed
3619,284,Directed
3619,360,Directed
3620,3,Directed
3620,100,Directed
3621,3,Directed
3621,128,Directed
3621,363,Directed
3621,128,Directed
3622,3,Directed
3622,385,Directed
3622,382,Directed
3622,382,Directed
3623,3,Directed
3623,375,Directed
3623,284,Directed
3623,284,Directed
3624,3,Directed
3624,100,Directed
3624,410,Directed
3624,100,Directed
3625,3,Directed
3625,417,Directed
3625,284,Directed
3625,284,Directed
3626,274,Directed
3627,3,Directed
3627,128,Directed
3628,3,Directed
3628,284,Directed
3628,343,Directed
3628,343,Directed
3629,3,Directed
3629,284,Directed
3629,340,Directed
3629,284,Directed
3630,3,Directed
3630,10,Directed
3631,3,Directed
3631,100,Directed
3632,3,Directed
3632,106,Directed
3632,292,Directed
3632,106,Directed
3633,3,Directed
3633,410,Directed
3633,100,Directed
3633,100,Directed
3634,3,Directed
3634,284,Directed
3634,413,Directed
3634,284,Directed
3635,3,Directed
3635,387,Directed
3635,284,Directed
3635,284,Directed
3636,3,Directed
3636,385,Directed
3636,382,Directed
3636,382,Directed
3637,3,Directed
3637,403,Directed
3637,364,Directed
3637,364,Directed
3638,3,Directed
3638,325,Directed
3638,284,Directed
3638,284,Directed
3639,3,Directed
3639,351,Directed
3639,298,Directed
3639,298,Directed
3640,3,Directed
3640,51,Directed
3640,391,Directed
3640,51,Directed
3641,3642,Directed
3641,10,Directed
3643,3,Directed
3643,312,Directed
3643,310,Directed
3643,310,Directed
3644,3,Directed
3644,321,Directed
3644,284,Directed
3644,284,Directed
3644,321,Directed
3631,3,Directed
3631,100,Directed
3645,3,Directed
3645,433,Directed
3645,284,Directed
3645,433,Directed
3646,3,Directed
3646,284,Directed
3646,396,Directed
3646,284,Directed
3647,3,Directed
3647,284,Directed
3647,358,Directed
3647,358,Directed
3647,284,Directed
3648,3,Directed
3648,128,Directed
3649,100,Directed
3650,3,Directed
3650,312,Directed
3650,310,Directed
3650,310,Directed
3651,3,Directed
3651,335,Directed
3651,334,Directed
3651,334,Directed
3652,3,Directed
3652,329,Directed
3652,148,Directed
3652,148,Directed
3653,3,Directed
3653,308,Directed
3653,284,Directed
3653,308,Directed
3654,3,Directed
3654,284,Directed
3654,395,Directed
3654,284,Directed
3655,3,Directed
3655,284,Directed
3655,355,Directed
3655,284,Directed
3656,3657,Directed
3656,274,Directed
3658,3,Directed
3658,284,Directed
3658,284,Directed
3658,380,Directed
3659,3,Directed
3659,406,Directed
3659,284,Directed
3659,406,Directed
3660,3,Directed
3660,292,Directed
3660,106,Directed
3660,106,Directed
3661,3,Directed
3661,128,Directed
3662,3,Directed
3662,284,Directed
3662,284,Directed
3662,419,Directed
3663,3,Directed
3663,148,Directed
3663,329,Directed
3663,148,Directed
3664,3,Directed
3664,284,Directed
3664,345,Directed
3664,345,Directed
3665,3,Directed
3665,402,Directed
3665,284,Directed
3665,284,Directed
3666,3,Directed
3666,284,Directed
3666,418,Directed
3666,284,Directed
3667,3,Directed
3667,335,Directed
3667,334,Directed
3667,334,Directed
3668,10,Directed
3669,3,Directed
3669,100,Directed
3670,3,Directed
3670,351,Directed
3670,298,Directed
3670,298,Directed
3671,3,Directed
3671,403,Directed
3671,364,Directed
3671,364,Directed
3672,3,Directed
3672,388,Directed
3672,284,Directed
3672,388,Directed
3673,3674,Directed
3675,3676,Directed
3677,3674,Directed
3678,3674,Directed
1003,1003,Directed
3679,3680,Directed
3681,3676,Directed
3682,3682,Directed
3682,3676,Directed
3683,3675,Directed
3684,3685,Directed
1977,1977,Directed
1977,3685,Directed
3686,3687,Directed
3688,3689,Directed
1845,1845,Directed
1845,3685,Directed
3690,3691,Directed
3692,3676,Directed
3692,3692,Directed
3693,3675,Directed
3674,3685,Directed
2189,3675,Directed
1822,3694,Directed
3695,3675,Directed
3696,3691,Directed
3697,3674,Directed
3698,3691,Directed
1970,3676,Directed
1970,1970,Directed
3699,3700,Directed
3701,3675,Directed
3702,3680,Directed
3703,1003,Directed
3704,3694,Directed
3705,3674,Directed
3706,3674,Directed
2387,3675,Directed
3689,3689,Directed
3707,1003,Directed
3707,3707,Directed
3708,3708,Directed
3709,3691,Directed
1849,3675,Directed
1912,3710,Directed
3711,3674,Directed
3712,3685,Directed
3710,3676,Directed
3713,3674,Directed
3700,3700,Directed
3700,3685,Directed
3714,3715,Directed
1986,3691,Directed
2039,3694,Directed
1944,3686,Directed
3716,1003,Directed
3717,3676,Directed
3718,3680,Directed
3719,3687,Directed
3720,3721,Directed
3687,3687,Directed
3722,3675,Directed
3723,3687,Directed
3724,3675,Directed
3725,3675,Directed
2043,3710,Directed
2610,3687,Directed
2610,2610,Directed
3726,3685,Directed
1870,3691,Directed
3727,3675,Directed
3728,3728,Directed
3729,3674,Directed
3730,3730,Directed
3730,1003,Directed
3731,3674,Directed
3732,3702,Directed
3733,3680,Directed
3734,3687,Directed
3735,3687,Directed
1859,1003,Directed
1859,1859,Directed
3736,3736,Directed
3736,1003,Directed
3737,3737,Directed
3737,3689,Directed
3738,1003,Directed
3738,3738,Directed
3739,3675,Directed
3694,3676,Directed
1895,3710,Directed
3740,3715,Directed
1854,3691,Directed
3741,1859,Directed
3721,3685,Directed
3742,3674,Directed
3743,3743,Directed
3743,3685,Directed
3744,3674,Directed
1852,3675,Directed
3745,3674,Directed
3691,1003,Directed
3746,3685,Directed
3747,3675,Directed
3680,3680,Directed
3748,3685,Directed
3749,3675,Directed
3715,1003,Directed
3750,3691,Directed
3751,3685,Directed
3751,3751,Directed
3752,3675,Directed
3676,3715,Directed
3753,3712,Directed
3754,3723,Directed
1926,3691,Directed
3755,3735,Directed
3756,3735,Directed
3757,3735,Directed
3758,3723,Directed
3759,3735,Directed
2925,3760,Directed
2750,3691,Directed
2227,3691,Directed
3761,3694,Directed
3762,3675,Directed
3763,3735,Directed
3764,3723,Directed
2255,3691,Directed
3765,3723,Directed
3766,3723,Directed
3767,3723,Directed
3768,3735,Directed
3769,3735,Directed
3770,3723,Directed
3771,3723,Directed
3772,3735,Directed
3773,3735,Directed
3774,3723,Directed
3775,3715,Directed
3776,3760,Directed
3777,3723,Directed
3778,3715,Directed
3779,3735,Directed
3780,3715,Directed
3781,3715,Directed
3782,3703,Directed
3783,3723,Directed
3784,3735,Directed
3785,3735,Directed
3786,3723,Directed
3787,3715,Directed
3788,3735,Directed
3789,3735,Directed
3790,3723,Directed
2242,3675,Directed
3791,3715,Directed
3792,3728,Directed
3793,3735,Directed
2892,3691,Directed
3794,3735,Directed
3795,3723,Directed
3796,3723,Directed
3797,3723,Directed
2320,3691,Directed
2264,3691,Directed
3798,3710,Directed
3799,3723,Directed
3800,3723,Directed
3801,3715,Directed
3802,3735,Directed
3803,3723,Directed
3804,3735,Directed
3805,3760,Directed
1949,3760,Directed
3806,3723,Directed
3807,3735,Directed
3808,3735,Directed
3809,3735,Directed
3810,3735,Directed
3811,3715,Directed
3812,3735,Directed
3813,3723,Directed
3814,3723,Directed
1857,3691,Directed
3815,3723,Directed
3816,3723,Directed
3817,3723,Directed
3818,3735,Directed
3819,3721,Directed
3820,3735,Directed
2147,3760,Directed
3821,3735,Directed
3822,3715,Directed
1931,3691,Directed
3823,3723,Directed
2338,3694,Directed
3824,3723,Directed
3825,3723,Directed
3826,3715,Directed
3827,3723,Directed
1980,3686,Directed
3828,3723,Directed
3829,3735,Directed
3830,3715,Directed
3831,3735,Directed
3832,3735,Directed
2428,3691,Directed
3833,3715,Directed
3834,3735,Directed
3835,3723,Directed
2153,3760,Directed
3836,3735,Directed
3837,3708,Directed
3838,3702,Directed
3839,3715,Directed
3840,1003,Directed
2594,3760,Directed
3841,1003,Directed
3842,3708,Directed
2417,1003,Directed
3843,3708,Directed
3844,3708,Directed
3845,3708,Directed
3846,3708,Directed
3847,3708,Directed
3848,1003,Directed
3849,3708,Directed
3850,3708,Directed
3851,3708,Directed
1862,3675,Directed
3852,3708,Directed
3853,1003,Directed
3854,3708,Directed
3855,3708,Directed
3856,3708,Directed
3857,3708,Directed
3858,3708,Directed
3859,3691,Directed
3860,3708,Directed
3861,3708,Directed
3862,3679,Directed
3863,3715,Directed
3864,3708,Directed
3865,3708,Directed
3866,3702,Directed
3867,3748,Directed
3868,3708,Directed
1959,1003,Directed
3869,3733,Directed
2249,3760,Directed
3870,3708,Directed
3871,3708,Directed
1917,3691,Directed
3872,3708,Directed
3873,3679,Directed
3874,3708,Directed
3875,3691,Directed
3876,3708,Directed
2451,1003,Directed
3877,3708,Directed
3878,3708,Directed
3879,3702,Directed
3880,3708,Directed
3881,3682,Directed
3882,3708,Directed
3883,3708,Directed
3884,3708,Directed
3885,3708,Directed
3886,3708,Directed
3887,3702,Directed
1972,1003,Directed
1964,1003,Directed
2123,3760,Directed
3888,1003,Directed
3889,3708,Directed
2605,3715,Directed
3890,3708,Directed
3891,3679,Directed
3892,3715,Directed
3893,3691,Directed
3894,3733,Directed
3895,3708,Directed
2413,3760,Directed
3896,1003,Directed
3897,3680,Directed
3898,3708,Directed
3899,3708,Directed
3900,3708,Directed
3901,3708,Directed
3902,3708,Directed
3903,3708,Directed
3904,3708,Directed
3905,3708,Directed
3906,1003,Directed
3907,3708,Directed
3908,3708,Directed
3909,3708,Directed
3910,3708,Directed
3911,3708,Directed
2052,3760,Directed
3912,3708,Directed
3913,3679,Directed
3914,3708,Directed
3915,3708,Directed
3916,3708,Directed
3917,3708,Directed
2208,1003,Directed
3918,3708,Directed
3919,3708,Directed
2426,1003,Directed
3920,1003,Directed
3921,3708,Directed
3922,3734,Directed
3923,3718,Directed
3924,3689,Directed
3925,3719,Directed
3926,3734,Directed
3927,3717,Directed
3928,3734,Directed
3929,3735,Directed
3930,3734,Directed
3931,3715,Directed
3932,3728,Directed
3933,3734,Directed
3934,3746,Directed
3935,3734,Directed
3936,1003,Directed
1919,3675,Directed
1836,3675,Directed
3937,3675,Directed
3938,3734,Directed
3939,3687,Directed
3940,3715,Directed
3941,3734,Directed
3942,3726,Directed
3943,3689,Directed
3944,3679,Directed
3945,3726,Directed
3946,3728,Directed
3947,3728,Directed
3948,3719,Directed
3949,3734,Directed
3950,3689,Directed
3951,3735,Directed
3952,3734,Directed
3041,3734,Directed
3953,3689,Directed
3954,3728,Directed
3955,3719,Directed
3956,3734,Directed
3957,3734,Directed
3958,3728,Directed
3959,3719,Directed
2792,3694,Directed
3960,3734,Directed
3961,3728,Directed
3962,3679,Directed
2253,3684,Directed
3963,3734,Directed
2710,1845,Directed
3964,3728,Directed
3965,3728,Directed
3966,3726,Directed
3967,3719,Directed
3968,3681,Directed
1826,3675,Directed
3969,3728,Directed
3970,3689,Directed
3971,3734,Directed
3972,3738,Directed
3973,3734,Directed
3974,3687,Directed
3975,3735,Directed
3976,3728,Directed
3977,3734,Directed
3978,3734,Directed
3979,3728,Directed
2031,3675,Directed
2903,3675,Directed
2643,3675,Directed
3980,3734,Directed
3981,3702,Directed
3982,3719,Directed
2373,3675,Directed
3983,3723,Directed
3984,3689,Directed
2099,3689,Directed
2458,3675,Directed
2312,3734,Directed
3985,3728,Directed
2015,3675,Directed
3986,3687,Directed
3987,3728,Directed
3988,3719,Directed
2518,3675,Directed
3989,3734,Directed
3990,3726,Directed
3991,2610,Directed
3992,3734,Directed
3993,3734,Directed
2390,3691,Directed
3994,3728,Directed
3995,3728,Directed
3996,3728,Directed
3997,3689,Directed
3998,3728,Directed
3999,3689,Directed
4000,1003,Directed
4001,3728,Directed
4002,3734,Directed
1910,3675,Directed
1953,3715,Directed
4003,3675,Directed
4004,3675,Directed
4005,3675,Directed
2771,3675,Directed
4006,3675,Directed
4007,3675,Directed
4008,3710,Directed
4009,3675,Directed
4010,3715,Directed
4011,3715,Directed
4012,3675,Directed
4013,3675,Directed
4014,1845,Directed
4015,3691,Directed
4016,3675,Directed
4017,3675,Directed
4018,3712,Directed
4019,3675,Directed
1868,3691,Directed
1059,3675,Directed
4020,3675,Directed
4021,3675,Directed
4022,3675,Directed
4023,1003,Directed
4024,3675,Directed
4025,3675,Directed
4026,3675,Directed
1891,3675,Directed
4027,3675,Directed
4028,3675,Directed
4029,3675,Directed
2187,3675,Directed
1921,3675,Directed
4030,3675,Directed
4031,3675,Directed
1999,3710,Directed
4032,3675,Directed
4033,3675,Directed
1901,3691,Directed
2078,3675,Directed
1975,3691,Directed
4034,3691,Directed
1866,3675,Directed
4035,3675,Directed
4036,3738,Directed
2025,3675,Directed
1899,3691,Directed
4037,3675,Directed
4038,3675,Directed
4039,3675,Directed
2178,3691,Directed
1850,3710,Directed
2247,3675,Directed
1838,3710,Directed
4040,3675,Directed
2233,3675,Directed
4041,3675,Directed
1833,3675,Directed
4042,3675,Directed
4043,3675,Directed
4044,3675,Directed
4045,3691,Directed
4046,3675,Directed
4047,3675,Directed
276,3675,Directed
4048,3680,Directed
4049,3746,Directed
4050,3675,Directed
4051,3675,Directed
4052,3675,Directed
4053,3675,Directed
4054,3715,Directed
4055,3738,Directed
4056,3689,Directed
4057,3675,Directed
4058,3715,Directed
4059,3675,Directed
4060,3691,Directed
4061,3675,Directed
4062,3675,Directed
4063,3675,Directed
1879,3675,Directed
1939,3675,Directed
4064,3715,Directed
1877,3691,Directed
4065,3675,Directed
2084,3675,Directed
4066,3675,Directed
4067,3675,Directed
4068,3675,Directed
4069,3675,Directed
2144,3675,Directed
4070,3675,Directed
4071,3675,Directed
4072,3675,Directed
4073,3675,Directed
4074,3675,Directed
4075,3675,Directed
4076,3675,Directed
2001,3694,Directed
4077,3675,Directed
4078,3675,Directed
4079,3715,Directed
4080,3691,Directed
1984,3715,Directed
4081,3675,Directed
4082,3675,Directed
4083,3715,Directed
4084,1977,Directed
4085,3675,Directed
2045,3691,Directed
4086,3675,Directed
4087,3715,Directed
4088,3675,Directed
4089,3715,Directed
4090,3675,Directed
2989,3675,Directed
4091,3675,Directed
1968,3694,Directed
4092,3675,Directed
1914,3675,Directed
4093,3715,Directed
2070,3717,Directed
2240,3675,Directed
2003,3675,Directed
4094,3715,Directed
4095,3691,Directed
4096,3715,Directed
1831,3691,Directed
4097,3715,Directed
4098,3715,Directed
4099,3715,Directed
4100,3715,Directed
4101,3675,Directed
1847,3675,Directed
1887,3691,Directed
4102,3675,Directed
2346,3715,Directed
1828,3691,Directed
4103,3715,Directed
4104,3710,Directed
4105,3715,Directed
1884,3675,Directed
4106,3715,Directed
1889,3691,Directed
2062,3675,Directed
4107,3675,Directed
4108,3710,Directed
4109,3691,Directed
2090,3675,Directed
1840,3691,Directed
4110,3715,Directed
1995,3694,Directed
4111,3712,Directed
1892,3694,Directed
4112,3675,Directed
4113,3715,Directed
2130,3717,Directed
4114,3691,Directed
2126,3694,Directed
4115,3715,Directed
4116,3675,Directed
4117,3715,Directed
4118,3675,Directed
4119,1845,Directed
4120,3715,Directed
4121,3675,Directed
4122,3691,Directed
4123,3715,Directed
4124,3715,Directed
4125,3715,Directed
4126,3691,Directed
4127,3675,Directed
4128,3675,Directed
4129,3715,Directed
1907,3716,Directed
4130,3715,Directed
4131,3715,Directed
2941,3675,Directed
4132,3675,Directed
2060,3691,Directed
1875,3675,Directed
2027,3717,Directed
4133,3715,Directed
4134,3675,Directed
4135,3715,Directed
2272,3691,Directed
4136,3715,Directed
1935,3691,Directed
4137,3675,Directed
2630,3715,Directed
4138,3691,Directed
4139,3715,Directed
2041,3675,Directed
4140,3675,Directed
4141,3715,Directed
1824,3691,Directed
1989,3691,Directed
2086,3675,Directed
2278,3691,Directed
4142,3715,Directed
4143,3715,Directed
2567,3694,Directed
4144,1574,Directed
4145,1563,Directed
4146,1729,Directed
4147,1666,Directed
4148,1695,Directed
4149,1567,Directed
4150,1686,Directed
4151,1589,Directed
4152,1684,Directed
4153,1757,Directed
4154,1632,Directed
4155,1576,Directed
4156,1595,Directed
4157,1655,Directed
4158,1578,Directed
4159,1565,Directed
4160,1733,Directed
4161,1606,Directed
4162,1569,Directed
4163,1661,Directed
4164,1705,Directed
4165,4166,Directed
4165,4167,Directed
4165,2120,Directed
4168,2308,Directed
4168,4169,Directed
4168,4170,Directed
4168,2151,Directed
4171,2151,Directed
4171,4170,Directed
4171,4169,Directed
4171,2308,Directed
4172,2467,Directed
4172,2347,Directed
4173,540,Directed
4173,4174,Directed
4173,570,Directed
4173,2089,Directed
4175,4167,Directed
4175,2120,Directed
4175,4166,Directed
4176,2088,Directed
4177,2088,Directed
4178,2422,Directed
4178,4179,Directed
4178,2158,Directed
4180,4181,Directed
4182,2089,Directed
4182,570,Directed
4182,2408,Directed
4183,4184,Directed
4183,4185,Directed
4186,4187,Directed
4188,4189,Directed
4188,4184,Directed
4190,4191,Directed
4190,4192,Directed
4193,4194,Directed
4193,4195,Directed
4196,4185,Directed
4196,4184,Directed
4197,4198,Directed
4197,4199,Directed
4200,4198,Directed
4200,4199,Directed
4201,4202,Directed
4201,4203,Directed
4204,4205,Directed
4204,4206,Directed
4207,4208,Directed
4209,4185,Directed
4209,4184,Directed
4210,4199,Directed
4210,4198,Directed
4211,4185,Directed
4211,4184,Directed
4212,4213,Directed
4212,4213,Directed
4212,4214,Directed
4215,4182,Directed
4216,3,Directed
4217,4182,Directed
4217,4218,Directed
4217,4218,Directed
4219,4220,Directed
4221,4222,Directed
4223,4224,Directed
4225,2114,Directed
4226,286,Directed
4227,4182,Directed
4227,4182,Directed
4227,4218,Directed
4228,4229,Directed
4228,4230,Directed
4228,4229,Directed
4228,4230,Directed
4228,4231,Directed
4228,4232,Directed
4228,2080,Directed
4233,4220,Directed
4234,4235,Directed
4234,4235,Directed
4234,4235,Directed
4236,4237,Directed
4236,4238,Directed
4236,4239,Directed
4236,4239,Directed
4236,4237,Directed
4236,4238,Directed
4240,4241,Directed
4240,4241,Directed
4240,3,Directed
4240,4242,Directed
4240,2120,Directed
4243,1871,Directed
4244,4245,Directed
4246,4245,Directed
4247,4248,Directed
4247,2089,Directed
4247,2080,Directed
1871,1856,Directed
4249,4218,Directed
4249,4182,Directed
4249,4218,Directed
8,4224,Directed
4250,570,Directed
4251,2110,Directed
4251,2089,Directed
4237,4182,Directed
4237,4182,Directed
4252,4253,Directed
4252,4182,Directed
4252,4253,Directed
3657,1856,Directed
4254,286,Directed
4255,3,Directed
4256,4257,Directed
4256,4257,Directed
4256,4258,Directed
4256,4259,Directed
4256,4260,Directed
4256,4261,Directed
4256,4262,Directed
4263,4218,Directed
4263,4182,Directed
4263,4218,Directed
4264,4253,Directed
4264,4182,Directed
4264,4253,Directed
4265,3,Directed
4266,4267,Directed
4266,4218,Directed
4266,4267,Directed
4268,4269,Directed
4268,4264,Directed
4268,4269,Directed
4220,4218,Directed
4220,2467,Directed
4220,4174,Directed
4220,2120,Directed
4270,4248,Directed
4271,3,Directed
1930,1856,Directed
1930,2151,Directed
1930,4272,Directed
1930,4273,Directed
1930,4274,Directed
4275,1978,Directed
4191,4191,Directed
4191,4253,Directed
4191,4191,Directed
1908,4224,Directed
1908,4224,Directed
1908,4276,Directed
1908,4224,Directed
1908,4276,Directed
1908,4174,Directed
1908,2120,Directed
3,4277,Directed
4278,286,Directed
4279,4237,Directed
4279,4239,Directed
4279,4237,Directed
4280,4182,Directed
4280,4182,Directed
4280,4218,Directed
4281,4224,Directed
4282,4283,Directed
4282,4283,Directed
4282,4230,Directed
4282,4284,Directed
4282,4284,Directed
4230,4224,Directed
4285,4286,Directed
4285,2080,Directed
4285,2089,Directed
4287,4245,Directed
4288,4225,Directed
4288,4225,Directed
4288,2408,Directed
4289,4290,Directed
4291,4245,Directed
4292,4182,Directed
4292,4253,Directed
4292,4182,Directed
281,1856,Directed
4293,1908,Directed
4293,2404,Directed
4294,4293,Directed
4294,1908,Directed
4294,4293,Directed
4294,1908,Directed
4294,4295,Directed
4294,2347,Directed
4294,2089,Directed
4296,4245,Directed
4297,2089,Directed
4297,2080,Directed
4298,4270,Directed
286,4182,Directed
4248,4263,Directed
4248,2121,Directed
4248,2089,Directed
4299,3,Directed
4300,4182,Directed
4301,4245,Directed
4302,4300,Directed
4257,4303,Directed
4257,4304,Directed
4257,4303,Directed
4257,4304,Directed
4305,1978,Directed
4305,4306,Directed
4307,4308,Directed
1856,4309,Directed
1856,4310,Directed
1856,4310,Directed
4311,4253,Directed
4311,4253,Directed
4311,4182,Directed
4309,4182,Directed
4312,4286,Directed
4312,2080,Directed
4312,2089,Directed
4303,4253,Directed
1860,2089,Directed
1860,2110,Directed
4308,1978,Directed
4310,4220,Directed
4310,2467,Directed
4310,4174,Directed
4310,2120,Directed
4313,3,Directed
4258,4304,Directed
4314,4293,Directed
4315,1856,Directed
4315,2089,Directed
4315,2121,Directed
4316,3,Directed
4317,4224,Directed
4318,4308,Directed
4318,4319,Directed
4318,4319,Directed
4239,4218,Directed
4320,1856,Directed
4320,4218,Directed
4320,1856,Directed
1978,4253,Directed
1978,2089,Directed
1978,2121,Directed
4304,4253,Directed
4304,4321,Directed
4304,4322,Directed
4304,2080,Directed
4304,4323,Directed
4304,4324,Directed
4325,4304,Directed
4325,4259,Directed
4325,4323,Directed
4325,4322,Directed
4325,4326,Directed
4327,4218,Directed
4286,4328,Directed
4286,2080,Directed
4286,2089,Directed
4238,4279,Directed
4224,4263,Directed
4277,4182,Directed
4222,4182,Directed
4329,4224,Directed
4330,2089,Directed
4330,2347,Directed
4331,4332,Directed
4333,4182,Directed
4333,4182,Directed
4333,4224,Directed
4334,1844,Directed
4335,1856,Directed
4335,2121,Directed
4335,2089,Directed
4336,4337,Directed
4338,4339,Directed
4340,2114,Directed
4341,4342,Directed
4235,2114,Directed
4235,2347,Directed
4343,4344,Directed
4345,4224,Directed
4346,4347,Directed
4348,4349,Directed
4348,2347,Directed
4337,4350,Directed
4351,4352,Directed
4353,4333,Directed
4354,4224,Directed
4354,2467,Directed
4354,2120,Directed
4354,4174,Directed
4355,4347,Directed
4356,4331,Directed
4357,4253,Directed
4319,4224,Directed
4328,4253,Directed
4328,2080,Directed
4328,2089,Directed
4339,4218,Directed
4339,2408,Directed
4339,2089,Directed
4358,4342,Directed
4359,4360,Directed
4361,4362,Directed
4363,4329,Directed
4352,4253,Directed
4352,4259,Directed
1945,4224,Directed
4364,2089,Directed
4364,2347,Directed
4365,4342,Directed
4366,4367,Directed
4368,4224,Directed
4360,4334,Directed
4369,4370,Directed
4371,4182,Directed
4371,4218,Directed
4371,4182,Directed
4372,4373,Directed
4374,4346,Directed
4374,2347,Directed
4374,2467,Directed
4375,4376,Directed
4375,4377,Directed
4375,4378,Directed
4375,4379,Directed
4375,4380,Directed
4381,4347,Directed
4347,4224,Directed
4382,4245,Directed
4383,4220,Directed
2114,4218,Directed
2114,4182,Directed
2114,4218,Directed
4384,4319,Directed
4384,2347,Directed
4384,2467,Directed
4385,4333,Directed
4386,4370,Directed
4386,2467,Directed
4387,4331,Directed
4387,2467,Directed
4388,4389,Directed
4388,2089,Directed
4388,2080,Directed
4342,4329,Directed
4390,4245,Directed
4391,4224,Directed
4392,4393,Directed
4394,4334,Directed
4394,4395,Directed
4396,1856,Directed
4267,4397,Directed
4267,4218,Directed
4267,4218,Directed
4267,4397,Directed
4398,4399,Directed
4398,4400,Directed
4398,4399,Directed
4398,2089,Directed
4398,2347,Directed
4399,4400,Directed
4399,4401,Directed
4399,4261,Directed
4402,4253,Directed
4402,4253,Directed
4403,4333,Directed
4404,4342,Directed
4405,2114,Directed
1948,4224,Directed
4406,4218,Directed
4406,2089,Directed
4406,2121,Directed
4407,4389,Directed
4344,4224,Directed
4344,4408,Directed
4344,4409,Directed
4344,4410,Directed
4344,4408,Directed
4344,4410,Directed
4344,4224,Directed
4344,4409,Directed
4411,4342,Directed
4412,4245,Directed
4413,1948,Directed
